id,left_employee_flag,age_years,tenure_below_1yr_flag,manager_flag,climate,climate_change,question 21,question 23
1571,Staying employees,31,0,0,88.9,12.7,97.5,100.0
1572,Staying employees,24,0,0,36.0,5.0,0.0,10.0
1573,Staying employees,54,0,0,74.3,12.8,56.0,
1574,Staying employees,60,0,0,43.0,,,90.0
1575,Staying employees,38,0,1,94.0,7.3,60.0,70.0
1576,Staying employees,23,0,0,100.0,0.0,,82.0
1577,Staying employees,61,0,0,,,0.0,
1578,Staying employees,61,0,0,100.0,0.0,100.0,100.0
1579,Staying employees,32,0,0,61.0,-4.5,35.0,80.0
1580,Staying employees,40,0,0,97.1,6.7,90.0,100.0
1581,Staying employees,26,0,0,90.0,,,
1582,Staying employees,52,0,0,46.5,,,100.0
1583,Staying employees,38,0,1,76.0,-4.3,,92.0
1584,Staying employees,22,1,0,85.0,,50.0,
1585,Staying employees,27,0,0,93.5,2.0,,100.0
1586,Leaving employees,31,0,0,90.0,,,100.0
1587,Staying employees,49,0,0,100.0,,,
1588,Staying employees,22,1,0,55.0,6.0,45.0,52.0
1589,Staying employees,41,0,0,92.3,5.3,100.0,
1590,Staying employees,33,0,0,56.7,37.0,8.0,38.0
1591,Leaving employees,41,1,0,100.0,,12.0,
1592,Staying employees,20,1,0,96.4,-6.0,100.0,100.0
1593,Staying employees,34,0,0,100.0,,80.0,75.0
1594,Leaving employees,26,0,0,80.5,,100.0,100.0
1595,Staying employees,58,0,0,84.0,,100.0,
1596,Staying employees,25,1,0,63.2,-33.3,,100.0
1597,Leaving employees,33,1,0,51.7,,,35.0
1598,Staying employees,22,1,0,100.0,0.0,,50.0
1599,Staying employees,28,0,0,76.5,-11.3,23.0,
1600,Leaving employees,23,0,0,100.0,,,
1601,Staying employees,49,0,0,88.7,6.0,83.0,92.0
1602,Staying employees,35,0,0,78.7,9.7,100.0,100.0
1603,Staying employees,39,0,0,92.2,-13.0,54.0,100.0
1604,Staying employees,57,0,0,88.3,-2.5,100.0,100.0
1605,Staying employees,34,0,0,88.3,1.5,,
1606,Staying employees,41,0,0,51.0,-25.7,36.0,89.5
1607,Staying employees,37,0,0,91.3,16.7,89.5,100.0
1608,Staying employees,49,0,0,84.9,-2.7,88.5,100.0
1609,Staying employees,43,1,0,88.3,,0.0,
1610,Staying employees,55,0,0,70.3,10.7,50.0,100.0
1611,Staying employees,33,0,0,62.1,-8.7,11.5,100.0
1612,Staying employees,44,1,0,75.5,,,
1613,Leaving employees,29,0,0,1.3,,,
1614,Staying employees,57,0,0,88.0,,,
1615,Staying employees,26,0,0,77.0,,,100.0
1616,Staying employees,32,0,0,99.3,1.7,100.0,100.0
1617,Staying employees,41,0,0,100.0,0.0,100.0,100.0
1618,Staying employees,60,0,0,60.0,,,
1619,Staying employees,36,1,0,90.7,-13.3,80.0,100.0
1620,Staying employees,28,0,0,,,,100.0
1621,Staying employees,31,0,0,83.8,5.0,,65.0
1622,Staying employees,24,1,0,91.0,-6.7,79.0,96.0
1623,Staying employees,33,0,0,95.7,1.3,100.0,81.0
1624,Staying employees,37,0,0,77.5,,85.0,
1625,Staying employees,48,0,0,90.0,-4.0,,
1626,Staying employees,35,0,1,77.5,,,
1627,Staying employees,42,1,0,100.0,0.0,100.0,100.0
1628,Staying employees,43,0,0,29.7,-3.5,0.0,25.0
1629,Staying employees,26,0,0,78.7,23.0,50.0,99.0
1630,Staying employees,42,0,1,99.9,0.0,100.0,100.0
1631,Staying employees,29,0,0,66.7,18.3,50.0,100.0
1632,Staying employees,28,0,0,46.0,,100.0,
1633,Staying employees,31,0,0,100.0,0.0,90.0,100.0
1634,Staying employees,36,0,0,98.6,3.3,,100.0
1635,Staying employees,33,0,0,93.0,17.5,70.0,50.0
1636,Staying employees,27,1,0,77.6,-4.3,71.0,100.0
1637,Staying employees,31,0,0,23.0,17.5,15.0,
1638,Staying employees,48,0,0,95.1,-11.3,70.0,100.0
1639,Staying employees,27,0,0,69.8,17.2,,65.0
1640,Staying employees,52,1,0,82.5,-23.3,,
1641,Staying employees,34,0,0,,,,
1642,Staying employees,36,1,0,100.0,,,
1643,Staying employees,33,1,0,100.0,,67.0,
1644,Staying employees,36,0,0,48.0,-19.3,,99.0
1645,Staying employees,38,0,0,93.5,4.3,100.0,
1646,Leaving employees,30,0,0,80.0,,,71.0
1647,Staying employees,39,0,0,100.0,0.0,,
1648,Staying employees,59,0,0,54.0,,,
1649,Staying employees,41,0,0,100.0,,,
1650,Leaving employees,26,1,0,27.5,,,
1651,Staying employees,47,0,0,91.8,-5.5,100.0,
1652,Staying employees,46,0,0,98.1,1.7,90.0,100.0
1653,Staying employees,39,0,0,100.0,,100.0,
1654,Staying employees,46,0,0,81.3,13.0,,78.0
1655,Staying employees,25,0,0,29.1,20.0,,50.5
1656,Staying employees,33,0,0,87.1,2.7,100.0,100.0
1657,Staying employees,22,1,0,100.0,0.0,91.5,100.0
1658,Staying employees,37,0,0,100.0,0.0,100.0,100.0
1659,Leaving employees,35,0,0,57.5,,100.0,100.0
1660,Staying employees,33,0,0,97.4,6.0,93.0,100.0
1661,Leaving employees,33,0,0,90.0,,,100.0
1662,Staying employees,21,0,0,80.0,,,
1663,Staying employees,53,0,0,69.3,-22.0,,100.0
1664,Staying employees,41,0,0,85.1,12.7,100.0,100.0
1665,Staying employees,53,0,0,63.2,-54.7,,81.0
1666,Staying employees,39,1,0,80.3,9.3,,
1667,Leaving employees,32,0,1,67.6,-5.0,85.0,100.0
1668,Leaving employees,32,1,0,98.0,,,
1669,Leaving employees,28,0,0,100.0,,,100.0
1670,Staying employees,53,0,0,79.1,-4.7,100.0,100.0
1671,Staying employees,41,0,0,100.0,0.0,,
1672,Staying employees,36,0,0,76.6,20.3,,92.0
1673,Staying employees,42,0,0,89.4,13.3,86.5,100.0
1674,Staying employees,34,0,0,83.3,,,100.0
1675,Staying employees,47,0,1,100.0,0.0,100.0,100.0
1676,Staying employees,27,1,0,69.5,,,
1677,Staying employees,42,0,0,85.0,,,
1678,Staying employees,46,0,0,83.3,-31.0,,
1679,Leaving employees,21,1,0,87.0,-65.0,100.0,100.0
1680,Staying employees,37,1,0,53.0,,,
1681,Leaving employees,36,0,0,85.4,,76.0,86.0
1682,Staying employees,39,0,0,63.6,51.7,95.0,100.0
1683,Staying employees,52,0,0,72.7,-18.0,37.0,
1684,Staying employees,35,0,0,41.5,,,98.0
1685,Staying employees,38,0,0,35.0,-15.3,,25.0
1686,Leaving employees,45,0,0,59.0,,,
1687,Staying employees,53,0,0,54.5,,,99.0
1688,Staying employees,34,0,0,62.0,,,74.0
1689,Staying employees,35,0,0,100.0,0.0,,
1690,Leaving employees,32,0,0,85.0,33.3,50.0,100.0
1691,Staying employees,46,0,0,52.8,,,100.0
1692,Staying employees,32,0,0,69.3,11.7,47.5,90.0
1693,Staying employees,36,0,0,78.3,,,
1694,Staying employees,31,0,0,58.0,,,
1695,Staying employees,41,0,0,73.2,-21.0,,
1696,Staying employees,26,0,0,80.0,24.3,100.0,100.0
1697,Staying employees,51,0,0,64.0,,,
1698,Staying employees,53,0,0,100.0,,,
1699,Staying employees,53,0,0,100.0,0.0,,100.0
1700,Staying employees,51,0,0,39.5,5.7,20.0,20.0
1701,Staying employees,31,0,0,83.3,-33.3,100.0,100.0
1702,Leaving employees,23,1,0,100.0,,,
1703,Staying employees,24,0,0,70.0,,,
1704,Leaving employees,35,0,0,39.0,,35.0,
1705,Staying employees,30,0,0,88.0,28.0,94.5,100.0
1706,Staying employees,45,1,1,59.4,-6.8,,
1707,Leaving employees,31,1,0,86.7,,,
1708,Staying employees,48,0,1,81.3,-28.0,90.0,
1709,Staying employees,45,0,0,82.3,-0.2,62.0,90.0
1710,Staying employees,38,0,0,58.5,20.3,59.0,
1711,Staying employees,51,0,0,99.7,0.7,100.0,100.0
1712,Staying employees,24,0,0,43.0,27.7,,48.0
1713,Leaving employees,32,1,0,60.0,,,
1714,Staying employees,30,0,0,80.0,,,
1715,Staying employees,40,0,0,93.0,9.0,19.5,100.0
1716,Staying employees,34,0,0,64.0,-15.0,24.0,52.5
1717,Staying employees,69,0,0,100.0,,,
1718,Staying employees,41,0,1,99.6,0.0,100.0,100.0
1719,Staying employees,24,0,0,79.3,21.7,60.0,100.0
1720,Staying employees,57,0,0,93.5,,,100.0
1721,Staying employees,33,0,0,98.3,3.3,,100.0
1722,Staying employees,31,1,0,100.0,0.0,100.0,100.0
1723,Staying employees,35,0,0,98.3,3.3,,100.0
1724,Staying employees,61,0,0,68.5,,,
1725,Staying employees,29,0,0,100.0,0.0,100.0,100.0
1726,Staying employees,35,0,0,80.0,50.0,100.0,
1727,Staying employees,32,1,0,73.0,,,
1728,Staying employees,53,0,0,100.0,0.0,,100.0
1729,Staying employees,36,0,1,98.4,3.7,,100.0
1730,Staying employees,45,0,0,100.0,,100.0,
1731,Staying employees,50,0,0,99.8,0.0,100.0,100.0
1732,Staying employees,29,0,0,71.4,19.0,,80.0
1733,Staying employees,27,0,0,91.3,5.0,,100.0
1734,Staying employees,45,0,0,98.4,-3.7,,100.0
1735,Leaving employees,25,0,0,84.5,,,
1736,Staying employees,32,1,0,90.0,,,91.0
1737,Staying employees,34,0,0,79.8,4.5,50.0,100.0
1738,Staying employees,36,0,0,82.5,-1.7,75.0,86.0
1739,Staying employees,33,0,0,93.7,-12.7,100.0,100.0
1740,Staying employees,34,1,0,94.4,0.0,,100.0
1741,Staying employees,36,0,0,70.7,-25.0,40.0,
1742,Leaving employees,50,0,1,97.7,,56.0,
1743,Staying employees,55,0,0,91.7,-14.0,0.0,100.0
1744,Leaving employees,33,0,1,86.9,1.3,83.0,100.0
1745,Staying employees,52,0,0,80.0,3.3,75.0,87.0
1746,Staying employees,45,0,0,74.0,20.3,0.0,76.0
1747,Staying employees,51,0,0,79.7,5.3,50.0,
1748,Staying employees,40,0,0,6.3,-5.3,10.0,72.0
1749,Leaving employees,42,1,0,100.0,,,
1750,Staying employees,42,0,0,47.4,22.3,33.5,78.0
1751,Staying employees,28,0,0,99.8,0.3,100.0,100.0
1752,Staying employees,40,0,0,87.0,,,
1753,Staying employees,32,0,0,71.7,21.3,,100.0
1754,Staying employees,32,0,0,91.3,13.3,82.5,100.0
1755,Staying employees,46,0,0,90.6,19.3,,96.0
1756,Staying employees,41,0,0,39.0,-18.0,16.5,53.0
1757,Leaving employees,40,1,0,68.6,-3.5,,
1758,Staying employees,43,0,0,100.0,,16.0,
1759,Leaving employees,24,0,0,80.0,35.0,100.0,98.0
1760,Staying employees,33,0,0,96.0,10.0,26.0,100.0
1761,Staying employees,21,1,0,100.0,0.0,,100.0
1762,Staying employees,31,0,0,95.0,2.0,,100.0
1763,Staying employees,41,0,0,63.9,-16.3,34.0,84.0
1764,Leaving employees,35,0,0,80.4,,,100.0
1765,Staying employees,24,0,0,30.6,-37.5,24.0,100.0
1766,Staying employees,42,1,0,67.8,7.0,,75.0
1767,Staying employees,48,0,0,27.3,-21.0,29.5,
1768,Staying employees,28,0,0,69.0,,,
1769,Staying employees,29,1,1,88.6,-6.7,91.0,100.0
1770,Staying employees,42,0,1,92.3,14.7,93.0,100.0
1771,Staying employees,54,0,0,85.6,-2.0,100.0,100.0
1772,Staying employees,47,0,0,91.5,11.3,94.5,98.0
1773,Staying employees,33,0,0,100.0,,,
1774,Staying employees,36,0,0,100.0,0.0,100.0,0.0
1775,Staying employees,44,1,0,59.5,19.0,40.0,50.0
1776,Staying employees,40,0,0,26.0,,,
1777,Staying employees,54,0,0,59.3,28.3,,92.0
1778,Staying employees,41,1,0,85.0,-3.3,90.0,100.0
1779,Staying employees,45,0,0,90.5,11.0,58.5,100.0
1780,Staying employees,56,0,0,99.0,2.0,100.0,100.0
1781,Leaving employees,25,0,0,89.7,,,
1782,Staying employees,28,1,0,100.0,0.0,100.0,100.0
1783,Staying employees,35,0,0,80.7,-16.0,,86.0
1784,Staying employees,32,0,0,66.3,,100.0,
1785,Staying employees,54,0,0,100.0,,,
1786,Staying employees,31,0,0,81.0,8.3,53.5,70.0
1787,Staying employees,34,0,0,82.0,,,
1788,Staying employees,42,0,0,100.0,0.0,100.0,100.0
1789,Staying employees,55,0,0,82.1,-9.3,97.0,100.0
1790,Staying employees,41,0,0,99.0,-2.0,85.0,100.0
1791,Staying employees,53,0,0,86.1,7.0,,76.0
1792,Leaving employees,35,0,0,65.0,,,65.0
1793,Staying employees,30,0,0,98.1,4.3,100.0,100.0
1794,Staying employees,36,0,0,100.0,,,
1795,Staying employees,47,0,0,24.5,,,
1796,Staying employees,32,0,0,21.7,7.5,0.0,
1797,Leaving employees,51,0,0,50.0,,,
1798,Staying employees,42,0,0,63.0,12.7,75.0,98.0
1799,Staying employees,42,0,0,97.0,-3.3,100.0,100.0
1800,Staying employees,57,0,0,97.5,5.0,65.0,100.0
1801,Staying employees,42,0,0,92.0,16.0,33.0,68.0
1802,Staying employees,45,0,0,80.7,9.7,84.0,91.0
1803,Staying employees,48,0,0,93.3,15.7,,100.0
1804,Leaving employees,24,0,0,53.0,,,
1805,Staying employees,31,1,0,76.0,,,100.0
1806,Staying employees,47,0,0,71.5,-4.0,63.0,72.0
1807,Staying employees,31,0,0,91.4,-15.3,30.0,94.5
1808,Staying employees,45,0,0,92.5,,76.0,73.0
1809,Leaving employees,36,1,0,86.5,,,100.0
1810,Staying employees,47,0,0,78.3,0.0,62.0,91.0
1811,Staying employees,34,0,0,98.6,0.0,,100.0
1812,Staying employees,44,1,0,100.0,0.0,,
1813,Staying employees,43,0,1,95.0,4.0,87.0,90.0
1814,Leaving employees,31,0,0,45.0,-90.0,,
1815,Staying employees,28,0,0,100.0,,100.0,
1816,Staying employees,55,0,0,94.0,7.7,100.0,100.0
1817,Leaving employees,51,0,0,44.0,16.3,10.0,41.0
1818,Staying employees,37,0,0,70.0,,,51.0
1819,Staying employees,26,0,0,100.0,,,
1820,Leaving employees,50,0,0,87.5,,90.0,
1821,Leaving employees,30,1,0,100.0,,49.0,
1822,Staying employees,35,0,0,46.3,-37.0,,
1823,Staying employees,45,0,0,94.0,-9.7,100.0,100.0
1824,Staying employees,27,1,0,36.0,,,
1825,Staying employees,39,0,0,100.0,0.0,100.0,100.0
1826,Staying employees,33,0,0,100.0,0.0,,100.0
1827,Staying employees,30,0,0,81.9,11.3,,65.0
1828,Leaving employees,49,0,0,4.0,,,23.0
1829,Staying employees,46,0,0,85.0,,,
1830,Staying employees,22,0,0,90.5,,,
1831,Staying employees,20,1,0,35.5,,,
1832,Staying employees,43,0,0,77.7,3.0,23.0,93.0
1833,Leaving employees,36,1,0,100.0,,,
1834,Staying employees,51,0,0,44.0,-12.0,,
1835,Staying employees,45,0,0,77.8,39.0,90.0,100.0
1836,Staying employees,27,1,0,78.5,,,100.0
1837,Staying employees,37,0,0,100.0,0.0,,
1838,Staying employees,32,0,0,97.5,5.0,100.0,
1839,Leaving employees,30,0,0,100.0,,95.0,100.0
1840,Staying employees,40,0,0,68.2,-2.2,,68.0
1841,Leaving employees,52,0,0,77.5,,,
1842,Staying employees,35,0,0,4.5,-7.0,,0.0
1843,Staying employees,35,0,0,97.6,0.0,100.0,100.0
1844,Staying employees,31,0,0,60.6,13.3,35.0,69.0
1845,Staying employees,43,0,0,80.6,43.3,76.0,100.0
1846,Staying employees,33,0,0,100.0,,,100.0
1847,Staying employees,39,0,0,65.7,-23.0,40.0,
1848,Leaving employees,25,1,0,83.3,,70.0,
1849,Staying employees,31,1,0,67.6,-4.3,,100.0
1850,Staying employees,36,0,0,98.0,0.0,100.0,100.0
1851,Staying employees,26,0,0,96.3,-8.7,100.0,100.0
1852,Staying employees,31,0,0,88.0,6.7,100.0,100.0
1853,Leaving employees,22,1,0,75.0,,,
1854,Staying employees,27,0,0,88.3,19.0,100.0,
1855,Leaving employees,36,0,0,84.3,,73.0,
1856,Staying employees,24,0,0,0.0,,,
1857,Staying employees,34,0,0,100.0,0.0,,100.0
1858,Staying employees,35,1,0,74.1,53.0,74.0,100.0
1859,Staying employees,49,0,0,69.0,3.0,,47.0
1860,Staying employees,33,0,0,69.3,,0.0,100.0
1861,Staying employees,58,0,0,68.8,-43.5,79.0,
1862,Staying employees,44,0,0,87.1,-12.0,,100.0
1863,Leaving employees,27,0,0,3.2,,4.5,0.0
1864,Staying employees,34,0,0,67.5,,,
1865,Leaving employees,32,0,0,100.0,,,
1866,Staying employees,32,0,0,0.0,,,
1867,Staying employees,48,0,0,92.5,-0.5,72.0,
1868,Staying employees,37,0,0,60.0,,,
1869,Staying employees,46,0,0,100.0,,,
1870,Staying employees,43,0,0,100.0,0.0,100.0,100.0
1871,Staying employees,31,0,0,71.3,18.3,,80.0
1872,Staying employees,34,0,0,91.4,13.3,,100.0
1873,Staying employees,54,0,0,60.4,55.7,0.0,50.0
1874,Staying employees,49,0,0,88.6,10.2,,100.0
1875,Staying employees,46,0,0,74.3,-13.3,50.0,75.0
1876,Staying employees,32,0,0,72.1,40.7,,100.0
1877,Staying employees,46,0,1,71.7,14.2,50.0,80.0
1878,Staying employees,44,0,0,80.9,3.0,90.5,100.0
1879,Staying employees,27,1,0,100.0,0.0,100.0,
1880,Staying employees,43,0,0,100.0,0.0,90.0,100.0
1881,Staying employees,35,0,0,80.1,0.3,100.0,81.0
1882,Staying employees,27,1,0,90.8,-5.3,,92.0
1883,Staying employees,68,0,0,,,54.0,
1884,Staying employees,46,0,1,96.3,15.0,100.0,100.0
1885,Leaving employees,35,1,0,88.0,,74.0,46.0
1886,Staying employees,52,0,0,85.0,,84.0,
1887,Staying employees,56,0,0,77.0,-34.5,,
1888,Staying employees,28,0,0,100.0,0.0,90.0,100.0
1889,Staying employees,52,0,0,97.6,5.0,83.5,100.0
1890,Staying employees,38,0,0,79.3,22.0,,100.0
1891,Staying employees,53,0,0,80.0,20.0,70.0,100.0
1892,Staying employees,38,0,0,84.9,-8.0,,75.0
1893,Staying employees,46,1,1,100.0,0.0,100.0,100.0
1894,Staying employees,41,0,0,100.0,0.0,,100.0
1895,Staying employees,49,0,0,90.7,-3.7,100.0,100.0
1896,Leaving employees,23,0,0,100.0,,100.0,
1897,Staying employees,31,0,0,100.0,0.0,,
1898,Staying employees,43,0,1,95.0,,100.0,100.0
1899,Staying employees,39,0,1,87.5,-23.3,50.0,
1900,Staying employees,42,0,0,94.2,5.3,0.0,100.0
1901,Staying employees,48,0,1,100.0,0.0,90.0,100.0
1902,Staying employees,24,1,0,91.7,-15.0,,
1903,Staying employees,42,0,0,93.9,0.0,67.0,100.0
1904,Staying employees,31,0,0,84.0,6.7,71.0,
1905,Staying employees,24,0,0,32.0,,0.0,
1906,Staying employees,43,0,1,100.0,0.0,100.0,100.0
1907,Staying employees,23,0,0,96.6,0.0,100.0,100.0
1908,Leaving employees,39,0,0,87.4,-19.3,,100.0
1909,Staying employees,54,0,0,58.9,2.7,,90.0
1910,Staying employees,37,0,0,100.0,0.0,,100.0
1911,Leaving employees,28,0,0,61.0,,,
1912,Staying employees,42,0,0,100.0,0.0,100.0,100.0
1913,Staying employees,42,0,0,13.7,-5.7,6.0,66.0
1914,Staying employees,46,0,0,56.1,27.0,4.5,86.0
1915,Leaving employees,26,0,0,57.0,,,81.0
1916,Staying employees,51,0,0,4.0,,11.0,
1917,Staying employees,44,0,0,64.1,-21.3,41.0,25.5
1918,Staying employees,33,0,0,89.6,-5.7,55.0,100.0
1919,Leaving employees,35,0,0,72.7,,0.0,50.0
1920,Staying employees,57,0,0,95.8,1.5,,100.0
1921,Staying employees,44,0,0,89.0,2.3,27.5,67.0
1922,Staying employees,42,0,0,73.3,-1.3,85.0,77.0
1923,Staying employees,46,0,0,100.0,,100.0,
1924,Leaving employees,24,1,0,0.0,,,
1925,Staying employees,57,0,0,60.3,,50.0,93.0
1926,Staying employees,32,1,0,92.2,0.3,50.0,100.0
1927,Staying employees,58,0,0,65.0,-4.2,97.0,91.0
1928,Staying employees,35,1,0,70.5,17.7,,82.0
1929,Staying employees,60,0,0,45.1,40.0,,100.0
1930,Staying employees,37,0,0,94.2,-4.2,80.0,80.0
1931,Staying employees,43,0,0,100.0,,100.0,
1932,Staying employees,29,0,0,72.0,,,
1933,Staying employees,58,1,0,75.6,1.3,65.0,
1934,Staying employees,35,0,0,91.7,-8.3,92.5,100.0
1935,Staying employees,41,0,1,100.0,0.0,100.0,100.0
1936,Leaving employees,35,1,0,83.0,,,
1937,Leaving employees,43,0,0,0.0,,,
1938,Staying employees,36,0,0,95.0,5.7,100.0,100.0
1939,Staying employees,43,0,0,89.7,,100.0,
1940,Staying employees,44,0,0,84.8,28.7,77.5,100.0
1941,Staying employees,33,0,0,0.0,,,
1942,Staying employees,28,1,0,100.0,,,
1943,Staying employees,40,0,0,82.7,23.7,88.0,100.0
1944,Staying employees,26,0,0,100.0,,,100.0
1945,Staying employees,40,0,0,72.7,,,100.0
1946,Staying employees,44,0,0,98.5,,,
1947,Staying employees,48,0,0,100.0,0.0,100.0,0.0
1948,Staying employees,28,0,0,80.3,-0.7,90.5,80.0
1949,Staying employees,44,0,0,81.0,3.0,50.0,76.0
1950,Staying employees,28,1,0,96.0,,,
1951,Leaving employees,59,0,0,91.0,,95.0,94.0
1952,Staying employees,41,0,0,99.2,-2.0,100.0,100.0
1953,Staying employees,32,1,0,80.0,,,
1954,Staying employees,122,0,1,99.7,0.0,100.0,100.0
1955,Leaving employees,30,0,0,0.0,,0.0,
1956,Staying employees,33,0,0,86.1,-14.0,88.5,100.0
1957,Staying employees,26,0,1,66.1,-10.0,61.5,100.0
1958,Leaving employees,33,0,0,51.0,,,46.0
1959,Staying employees,35,0,0,100.0,0.0,100.0,100.0
1960,Staying employees,40,0,1,99.5,-1.0,,100.0
1961,Staying employees,51,1,0,80.0,,,90.0
1962,Staying employees,45,0,0,100.0,,,
1963,Staying employees,49,0,0,98.1,3.0,97.0,100.0
1964,Staying employees,31,1,0,98.6,-3.3,100.0,100.0
1965,Staying employees,43,1,0,100.0,0.0,100.0,100.0
1966,Leaving employees,23,1,0,81.3,,90.0,
1967,Staying employees,37,0,0,93.3,2.5,,100.0
1968,Staying employees,39,0,0,89.5,8.7,100.0,100.0
1969,Staying employees,35,1,0,91.8,19.0,84.0,100.0
1970,Staying employees,66,0,0,79.5,0.7,91.0,94.0
1971,Staying employees,29,1,0,91.7,16.7,100.0,100.0
1972,Staying employees,38,0,0,100.0,0.0,100.0,100.0
1973,Staying employees,26,1,0,33.0,,,100.0
1974,Leaving employees,33,0,0,79.3,35.0,50.0,60.0
1975,Staying employees,47,0,0,90.0,3.0,100.0,100.0
1976,Staying employees,32,0,0,62.0,8.0,66.0,
1977,Staying employees,41,0,0,48.5,,,
1978,Staying employees,29,0,0,100.0,0.0,95.0,100.0
1979,Staying employees,33,0,0,100.0,0.0,57.5,
1980,Staying employees,38,0,0,90.7,,,100.0
1981,Staying employees,33,1,0,85.0,,,84.0
1982,Staying employees,59,1,0,96.8,2.2,75.0,100.0
1983,Staying employees,22,0,0,99.0,2.0,,100.0
1984,Staying employees,40,1,0,100.0,,,100.0
1985,Staying employees,35,0,0,91.5,5.7,75.5,100.0
1986,Staying employees,41,0,0,67.9,12.7,74.0,69.0
1987,Staying employees,36,0,0,87.0,2.7,51.0,100.0
1988,Staying employees,25,1,0,100.0,,,
1989,Staying employees,52,0,0,100.0,0.0,100.0,100.0
1990,Staying employees,41,0,0,81.0,,,
1991,Staying employees,29,1,0,87.0,,,100.0
1992,Staying employees,42,0,1,73.8,,,86.0
1993,Staying employees,54,0,0,53.0,,,
1994,Staying employees,25,1,0,94.0,,,
1995,Staying employees,50,0,0,89.0,,,
1996,Staying employees,37,0,0,100.0,0.0,,100.0
1997,Staying employees,37,0,0,80.5,-4.3,90.0,100.0
1998,Staying employees,36,0,0,42.5,,,30.0
1999,Staying employees,33,1,0,78.0,7.0,,90.0
2000,Staying employees,40,0,0,100.0,0.0,100.0,100.0
2001,Staying employees,58,0,0,51.0,-6.0,,100.0
2002,Staying employees,44,0,0,100.0,0.0,100.0,
2003,Staying employees,27,0,0,79.0,2.0,20.0,86.0
2004,Staying employees,37,0,1,96.8,6.3,,65.0
2005,Staying employees,24,0,0,81.8,,,
2006,Staying employees,45,0,0,64.0,-5.0,100.0,96.0
2007,Staying employees,43,0,0,93.0,,,100.0
2008,Staying employees,33,0,0,22.0,,,
2009,Staying employees,55,0,0,83.5,-13.0,,
2010,Leaving employees,32,0,0,52.5,-40.0,0.0,0.0
2011,Staying employees,25,0,0,99.2,-1.7,100.0,100.0
2012,Staying employees,43,1,0,100.0,,,
2013,Staying employees,34,0,0,94.0,15.0,80.0,
2014,Staying employees,34,1,1,100.0,,,
2015,Staying employees,38,0,0,80.6,-15.0,60.0,16.0
2016,Staying employees,28,1,0,83.0,0.8,,100.0
2017,Staying employees,43,0,0,100.0,,,
2018,Leaving employees,33,0,0,84.9,-30.0,90.0,95.0
2019,Staying employees,48,0,0,97.4,-4.3,96.0,100.0
2020,Staying employees,43,1,0,82.0,21.3,73.5,100.0
2021,Leaving employees,32,0,0,97.5,-6.7,72.5,90.0
2022,Staying employees,40,0,0,90.0,,,100.0
2023,Staying employees,46,0,0,83.3,14.7,80.0,100.0
2024,Staying employees,44,0,0,63.6,-31.5,,
2025,Staying employees,30,0,0,100.0,0.0,100.0,100.0
2026,Staying employees,35,0,0,77.5,,,80.0
2027,Staying employees,37,0,0,69.8,46.5,,100.0
2028,Staying employees,46,1,0,78.0,15.3,50.0,90.0
2029,Staying employees,22,1,0,97.9,-1.7,92.5,100.0
2030,Staying employees,36,0,0,100.0,0.0,100.0,100.0
