id,left_employee_flag,age_years,tenure_below_1yr_flag,manager_flag,climate,climate_change,question 21,question 23
3797,Staying employees,40,1,0,53.0,33.0,,50.0
3798,Staying employees,33,0,0,79.7,13.5,63.0,100.0
3799,Leaving employees,23,1,0,86.0,-16.0,71.0,
3800,Staying employees,29,0,0,50.0,,0.0,
3801,Staying employees,42,0,0,52.5,,71.0,81.0
3802,Staying employees,48,0,0,62.7,2.5,,64.0
3803,Staying employees,31,0,0,58.0,,100.0,
3804,Staying employees,50,0,0,67.9,14.0,,100.0
3805,Staying employees,29,0,0,75.8,,35.0,59.0
3806,Staying employees,67,0,0,90.7,-7.5,,100.0
3807,Leaving employees,44,0,0,50.3,-43.0,0.0,77.5
3808,Staying employees,37,0,0,78.0,,81.0,
3809,Leaving employees,30,0,0,43.8,,,34.0
3810,Staying employees,44,0,0,7.3,8.0,7.0,
3811,Staying employees,37,0,0,96.9,0.0,,95.0
3812,Staying employees,55,0,0,100.0,0.0,100.0,100.0
3813,Staying employees,42,0,0,58.0,15.8,,88.0
3814,Leaving employees,36,0,0,57.2,,32.0,15.0
3815,Leaving employees,34,0,0,85.8,9.7,,62.5
3816,Staying employees,29,0,0,77.7,4.7,,88.0
3817,Staying employees,41,0,0,100.0,0.0,92.5,100.0
3818,Staying employees,30,0,0,99.5,,,100.0
3819,Staying employees,46,0,0,99.7,1.0,71.0,100.0
3820,Staying employees,45,0,0,94.0,1.3,32.0,
3821,Staying employees,38,0,0,,,,
3822,Staying employees,43,0,0,50.0,,,
3823,Staying employees,56,0,0,91.6,42.0,,68.0
3824,Leaving employees,49,0,0,55.0,,14.0,
3825,Staying employees,27,1,0,27.2,-31.0,29.0,50.0
3826,Staying employees,35,0,1,98.6,-3.3,100.0,100.0
3827,Staying employees,47,0,0,75.0,13.0,51.0,98.0
3828,Staying employees,50,0,0,95.0,8.5,91.0,100.0
3829,Staying employees,41,1,0,100.0,0.0,99.0,100.0
3830,Staying employees,47,0,0,100.0,0.0,35.0,100.0
3831,Staying employees,32,0,0,76.2,-23.5,31.0,100.0
3832,Staying employees,43,0,0,56.5,23.0,,
3833,Staying employees,52,0,0,66.0,-4.0,40.0,65.0
3834,Staying employees,41,0,0,68.0,23.3,50.0,100.0
3835,Staying employees,32,0,0,70.3,-7.5,,91.0
3836,Staying employees,40,0,1,100.0,0.0,88.0,100.0
3837,Staying employees,26,1,0,100.0,,,
3838,Staying employees,47,0,0,87.8,-34.0,,100.0
3839,Staying employees,38,1,0,100.0,0.0,100.0,100.0
3840,Staying employees,42,0,0,38.1,-12.3,0.0,19.0
3841,Staying employees,53,0,0,62.0,-1.5,68.0,65.0
3842,Staying employees,54,0,0,97.9,5.0,,100.0
3843,Staying employees,54,1,1,91.2,14.7,90.0,97.0
3844,Staying employees,59,0,0,100.0,,,
3845,Staying employees,26,0,0,80.4,35.0,46.0,100.0
3846,Staying employees,59,0,0,100.0,,,
3847,Staying employees,38,0,0,89.6,-17.3,100.0,100.0
3848,Staying employees,40,0,0,100.0,0.0,98.0,100.0
3849,Staying employees,32,1,0,57.0,-52.0,,78.0
3850,Staying employees,122,0,0,65.0,,,70.0
3851,Leaving employees,23,0,0,86.4,,73.0,
3852,Staying employees,48,1,0,83.4,-27.7,100.0,100.0
3853,Staying employees,24,0,0,100.0,0.0,100.0,100.0
3854,Leaving employees,32,1,0,80.5,,,
3855,Staying employees,33,0,0,32.4,-1.5,,58.0
3856,Staying employees,40,0,0,84.7,-2.3,39.0,82.0
3857,Staying employees,45,0,1,85.6,3.7,66.5,94.0
3858,Staying employees,31,0,0,64.9,3.3,32.0,58.0
3859,Staying employees,41,0,0,64.0,,,
3860,Staying employees,38,0,0,47.8,,76.0,
3861,Staying employees,29,1,1,95.0,11.7,90.0,100.0
3862,Staying employees,34,0,0,76.6,-20.7,,100.0
3863,Staying employees,41,0,0,93.1,6.3,83.0,100.0
3864,Staying employees,35,0,0,80.0,6.0,91.0,
3865,Staying employees,34,0,0,55.8,-50.5,,
3866,Staying employees,36,0,0,61.8,9.7,,100.0
3867,Staying employees,56,0,0,71.0,11.0,20.0,100.0
3868,Staying employees,29,0,0,80.1,15.3,,100.0
3869,Leaving employees,27,0,0,100.0,0.0,100.0,100.0
3870,Staying employees,32,0,0,83.4,-38.7,0.0,73.0
3871,Staying employees,42,0,0,84.0,-17.0,,
3872,Staying employees,33,0,0,83.1,1.0,,100.0
3873,Staying employees,45,0,0,63.9,27.3,76.0,80.0
3874,Staying employees,50,1,0,100.0,0.0,,100.0
3875,Leaving employees,25,1,0,95.0,,0.0,
3876,Staying employees,39,0,0,74.2,40.3,100.0,100.0
3877,Staying employees,56,0,0,94.5,11.0,100.0,
3878,Staying employees,27,1,0,74.3,8.7,,70.0
3879,Leaving employees,31,0,0,,,,
3880,Leaving employees,42,1,0,93.3,,68.0,100.0
3881,Staying employees,54,0,0,36.6,26.0,19.5,95.0
3882,Staying employees,27,0,0,100.0,0.0,,100.0
3883,Staying employees,54,0,0,67.2,0.3,25.0,23.0
3884,Staying employees,35,1,0,100.0,,,
3885,Staying employees,57,0,0,93.1,0.0,100.0,100.0
3886,Staying employees,37,1,0,92.0,,60.0,
3887,Staying employees,29,1,0,65.4,-42.5,0.0,
3888,Staying employees,31,0,0,90.0,15.0,83.0,
3889,Staying employees,51,0,0,88.4,-19.3,,100.0
3890,Staying employees,26,0,0,100.0,,,
3891,Staying employees,35,0,0,89.9,7.0,100.0,100.0
3892,Staying employees,38,0,0,85.5,,74.0,100.0
3893,Staying employees,49,0,0,64.8,-23.0,32.5,85.0
3894,Staying employees,32,0,0,85.0,1.3,,100.0
3895,Staying employees,32,0,0,99.8,0.5,,100.0
3896,Leaving employees,31,0,0,88.4,-27.0,25.0,80.0
3897,Staying employees,55,0,0,97.7,4.3,100.0,100.0
3898,Staying employees,52,0,0,79.6,11.0,,100.0
3899,Staying employees,46,0,0,88.4,-4.3,82.0,91.0
3900,Staying employees,33,1,0,80.0,,,100.0
3901,Staying employees,42,0,0,96.1,2.0,74.0,98.5
3902,Staying employees,24,1,0,86.0,5.0,77.0,100.0
3903,Staying employees,36,0,0,89.3,4.7,90.0,90.0
3904,Staying employees,38,1,0,100.0,0.0,,100.0
3905,Staying employees,45,1,0,63.0,,,
3906,Staying employees,23,0,0,85.0,15.0,60.0,100.0
3907,Staying employees,31,0,0,100.0,0.0,,100.0
3908,Staying employees,26,0,0,100.0,0.0,100.0,100.0
3909,Staying employees,54,0,0,64.7,25.2,,100.0
3910,Staying employees,66,1,0,84.9,13.0,90.0,94.5
3911,Staying employees,33,0,0,100.0,0.0,0.0,32.0
3912,Staying employees,30,0,0,100.0,0.0,,98.0
3913,Staying employees,42,0,0,80.0,,,100.0
3914,Staying employees,32,0,0,25.0,,100.0,100.0
3915,Staying employees,22,1,0,100.0,,,
3916,Staying employees,26,0,0,94.8,7.0,,100.0
3917,Staying employees,36,0,0,100.0,0.0,96.0,100.0
3918,Staying employees,33,0,0,46.9,7.3,13.0,83.0
3919,Leaving employees,32,0,0,43.3,,,58.0
3920,Leaving employees,24,1,0,100.0,,,100.0
3921,Staying employees,29,0,0,100.0,0.0,100.0,100.0
3922,Staying employees,44,0,0,98.9,0.0,100.0,100.0
3923,Staying employees,54,0,0,82.2,-32.8,54.0,96.0
3924,Staying employees,54,0,0,65.3,-11.7,100.0,
3925,Staying employees,52,0,0,92.0,2.7,99.0,100.0
3926,Staying employees,35,1,0,70.0,,,
3927,Staying employees,41,0,0,97.3,0.0,50.0,100.0
3928,Leaving employees,59,0,0,54.0,,,72.0
3929,Staying employees,32,0,0,91.7,10.0,,85.0
3930,Staying employees,34,0,0,98.0,,,
3931,Staying employees,40,1,1,74.3,32.0,95.0,50.0
3932,Staying employees,41,0,0,100.0,,,
3933,Staying employees,36,0,0,52.0,55.7,0.0,100.0
3934,Staying employees,42,0,0,67.0,,,
3935,Staying employees,51,0,0,99.0,2.0,100.0,100.0
3936,Staying employees,31,0,0,60.0,,,
3937,Leaving employees,22,0,0,0.0,,,0.0
3938,Staying employees,40,0,0,42.7,-29.5,,
3939,Staying employees,40,1,0,73.3,,50.0,
3940,Staying employees,43,0,0,84.0,-28.0,100.0,100.0
3941,Staying employees,47,0,0,92.7,-2.7,98.0,100.0
3942,Staying employees,51,0,0,89.0,-22.0,100.0,100.0
3943,Staying employees,34,0,0,92.1,0.0,100.0,100.0
3944,Leaving employees,34,0,0,90.5,,,80.0
3945,Staying employees,22,0,0,48.3,,,
3946,Staying employees,35,0,0,100.0,0.0,100.0,100.0
3947,Staying employees,49,0,0,88.4,6.7,100.0,100.0
3948,Staying employees,32,0,0,74.2,-1.3,58.0,
3949,Staying employees,42,0,0,90.0,-3.3,10.0,50.0
3950,Leaving employees,39,0,0,82.5,,,100.0
3951,Staying employees,27,0,1,98.9,1.3,85.0,100.0
3952,Leaving employees,41,0,0,86.0,,50.0,100.0
3953,Staying employees,62,0,0,76.6,33.5,,100.0
3954,Staying employees,33,0,0,80.0,,70.0,
3955,Leaving employees,26,0,0,23.0,,,
3956,Staying employees,26,1,0,67.2,20.3,,100.0
3957,Staying employees,45,0,0,94.4,8.3,100.0,100.0
3958,Staying employees,30,0,0,82.6,14.3,31.0,100.0
3959,Leaving employees,34,1,0,57.0,,100.0,74.0
3960,Leaving employees,40,1,0,75.0,,,100.0
3961,Leaving employees,25,0,0,90.0,,100.0,
3962,Leaving employees,62,0,0,88.4,31.3,100.0,100.0
3963,Staying employees,39,1,0,60.5,-64.0,70.5,61.0
3964,Staying employees,52,0,0,89.2,2.3,80.0,85.0
3965,Staying employees,45,0,0,100.0,,51.0,
3966,Leaving employees,32,0,0,30.8,7.0,0.0,54.5
3967,Staying employees,36,0,0,51.0,,,
3968,Staying employees,28,0,0,76.3,-1.3,,70.0
3969,Staying employees,31,0,0,69.9,3.0,50.0,85.0
3970,Leaving employees,27,0,0,69.6,-17.0,100.0,88.0
3971,Staying employees,48,0,0,77.5,-36.5,,
3972,Staying employees,46,0,0,0.0,,,
3973,Staying employees,52,0,0,75.2,-15.0,,
3974,Staying employees,37,0,0,70.7,-3.7,70.5,
3975,Staying employees,23,1,0,100.0,,,
3976,Staying employees,27,1,0,52.0,4.0,,
3977,Staying employees,30,0,0,79.7,6.0,23.0,68.0
3978,Staying employees,37,0,0,45.0,,,0.0
3979,Staying employees,23,0,0,87.5,,100.0,
3980,Staying employees,41,0,0,84.8,-18.0,,100.0
3981,Staying employees,38,0,0,47.0,27.7,10.5,82.0
3982,Staying employees,36,0,0,62.2,-9.5,,
3983,Staying employees,33,0,0,89.0,,,
3984,Staying employees,25,1,0,70.0,,,100.0
3985,Staying employees,40,0,0,44.5,19.7,0.0,72.0
3986,Leaving employees,30,0,0,100.0,0.0,,100.0
3987,Staying employees,49,0,0,87.5,-1.7,90.0,100.0
3988,Staying employees,40,1,0,100.0,0.0,95.0,100.0
3989,Staying employees,40,0,0,92.6,12.7,100.0,100.0
3990,Leaving employees,37,1,0,100.0,,,
3991,Staying employees,35,0,0,84.1,-8.3,,100.0
3992,Leaving employees,48,0,0,21.3,,75.0,100.0
3993,Staying employees,31,0,0,0.0,,,
3994,Staying employees,40,0,0,64.3,16.3,65.0,76.0
3995,Staying employees,42,0,0,69.6,8.3,55.0,68.0
3996,Staying employees,34,0,0,92.7,11.3,100.0,100.0
3997,Staying employees,34,0,0,84.0,-4.0,82.0,
3998,Staying employees,33,0,0,92.8,2.3,,97.0
3999,Staying employees,31,0,0,96.0,,34.0,
4000,Leaving employees,55,0,0,100.0,,,100.0
4001,Staying employees,43,0,0,67.0,,,66.0
4002,Leaving employees,31,0,0,85.3,-4.3,62.5,50.0
4003,Staying employees,45,0,0,98.7,3.0,,86.0
4004,Staying employees,34,0,0,45.4,-24.3,25.5,67.0
4005,Staying employees,25,0,0,100.0,,,
4006,Staying employees,30,0,0,70.7,-17.0,0.0,95.0
4007,Staying employees,33,0,0,98.3,3.3,,100.0
4008,Staying employees,42,0,0,77.3,-28.7,,100.0
4009,Staying employees,56,0,1,76.7,,,90.0
4010,Staying employees,43,0,0,58.0,13.3,50.0,
4011,Staying employees,34,0,0,100.0,0.0,,100.0
4012,Leaving employees,29,1,0,40.2,,26.0,100.0
4013,Staying employees,34,0,0,100.0,0.0,89.0,
4014,Staying employees,45,0,0,93.4,4.7,100.0,89.0
4015,Staying employees,57,0,0,73.3,1.3,80.0,84.5
4016,Leaving employees,45,1,0,28.0,,,
4017,Staying employees,40,0,0,83.5,33.0,100.0,
4018,Staying employees,48,0,0,88.3,4.7,,99.0
4019,Staying employees,28,1,0,100.0,0.0,100.0,100.0
4020,Leaving employees,54,0,0,100.0,,,100.0
4021,Staying employees,31,1,0,92.4,9.0,,100.0
4022,Staying employees,33,0,0,80.0,,,
4023,Leaving employees,37,1,0,73.8,,39.0,85.0
4024,Staying employees,45,0,0,85.3,6.7,100.0,100.0
4025,Leaving employees,49,1,1,100.0,,,
4026,Staying employees,25,1,0,70.5,,,0.0
4027,Staying employees,27,0,0,62.3,-18.3,24.5,86.0
4028,Staying employees,32,1,0,100.0,0.0,50.0,100.0
4029,Staying employees,46,0,0,26.0,,,
4030,Staying employees,20,1,0,49.3,,,100.0
4031,Staying employees,47,0,0,46.0,-18.0,3.0,84.5
4032,Staying employees,39,1,0,82.0,48.0,,90.0
4033,Leaving employees,35,0,0,0.0,,,
4034,Staying employees,34,0,0,88.3,12.0,52.0,100.0
4035,Staying employees,54,0,0,59.3,19.3,100.0,100.0
4036,Leaving employees,45,0,0,42.2,-33.5,,28.0
4037,Staying employees,43,0,1,91.4,14.0,74.0,100.0
4038,Staying employees,28,0,0,100.0,0.0,76.0,
4039,Staying employees,54,0,0,29.3,-33.3,,62.0
4040,Staying employees,32,1,0,64.8,-12.3,,100.0
4041,Staying employees,36,0,0,100.0,0.0,100.0,100.0
4042,Staying employees,37,0,0,70.0,,,100.0
4043,Staying employees,51,0,0,97.5,,,
4044,Staying employees,49,0,0,94.7,,100.0,100.0
4045,Staying employees,38,0,0,95.9,9.7,75.0,100.0
4046,Staying employees,41,0,0,87.5,-25.0,100.0,100.0
4047,Staying employees,28,0,0,87.1,-13.3,90.0,100.0
4048,Staying employees,46,0,0,95.8,-10.0,73.0,100.0
4049,Staying employees,35,0,0,96.4,8.3,81.0,100.0
4050,Leaving employees,38,0,0,100.0,,,
4051,Leaving employees,28,0,0,77.0,,,
4052,Staying employees,60,0,0,79.8,19.7,100.0,
4053,Staying employees,34,0,0,86.6,8.3,40.0,100.0
4054,Leaving employees,25,0,0,100.0,,,
4055,Leaving employees,23,1,0,100.0,,100.0,
4056,Staying employees,31,1,1,97.9,-5.0,100.0,100.0
4057,Staying employees,41,0,0,33.3,-2.5,25.0,0.0
4058,Staying employees,37,0,0,100.0,,,100.0
4059,Staying employees,50,0,0,96.9,3.3,95.5,100.0
4060,Staying employees,28,0,0,71.4,0.0,,100.0
4061,Leaving employees,29,0,0,75.3,-11.0,14.5,100.0
4062,Staying employees,32,0,0,31.0,,,
4063,Staying employees,31,0,0,90.0,-15.0,50.0,
4064,Leaving employees,29,0,0,100.0,,100.0,
4065,Leaving employees,47,0,0,,,,
4066,Staying employees,29,0,0,100.0,0.0,100.0,100.0
4067,Staying employees,25,1,0,77.0,,,
4068,Staying employees,35,0,0,75.0,15.7,1.0,85.0
4069,Staying employees,38,0,0,88.0,-10.7,,82.5
4070,Staying employees,36,0,0,100.0,0.0,100.0,100.0
4071,Staying employees,38,0,0,100.0,0.0,83.0,100.0
4072,Staying employees,59,0,0,84.8,11.5,,100.0
4073,Leaving employees,34,1,0,60.0,,40.0,100.0
4074,Staying employees,38,0,0,70.6,21.7,75.0,100.0
4075,Staying employees,54,0,0,98.1,0.0,100.0,100.0
4076,Staying employees,45,0,0,100.0,0.0,94.0,100.0
4077,Staying employees,32,0,0,96.7,6.7,100.0,100.0
4078,Staying employees,35,1,0,80.0,50.0,100.0,100.0
4079,Staying employees,39,0,0,62.6,-2.7,86.0,100.0
4080,Staying employees,29,0,0,77.0,,,
4081,Staying employees,32,0,0,100.0,0.0,100.0,100.0
4082,Staying employees,35,0,1,76.8,27.7,,71.0
4083,Staying employees,24,0,0,72.2,21.7,,
4084,Staying employees,50,1,0,99.8,-0.5,,100.0
4085,Staying employees,44,0,1,89.4,-3.3,61.0,100.0
4086,Staying employees,47,1,0,47.0,5.0,,100.0
4087,Leaving employees,23,0,0,7.5,-16.7,0.0,
4088,Leaving employees,20,0,0,0.0,,,
4089,Staying employees,24,0,0,39.0,8.5,32.0,76.0
4090,Staying employees,29,1,0,73.6,-38.3,90.0,75.0
4091,Leaving employees,21,1,0,91.5,,,
4092,Staying employees,38,0,1,67.5,40.0,80.0,
4093,Staying employees,45,0,0,91.7,6.0,100.0,100.0
4094,Staying employees,36,0,0,87.5,,,100.0
4095,Staying employees,52,0,0,96.0,2.5,100.0,100.0
4096,Staying employees,45,0,0,51.6,36.3,0.0,100.0
4097,Staying employees,34,0,0,49.7,,30.0,25.0
4098,Staying employees,41,0,0,53.3,,30.0,
4099,Staying employees,45,0,1,94.3,11.3,100.0,100.0
4100,Staying employees,29,0,0,87.0,-5.0,80.0,83.0
4101,Staying employees,43,1,0,82.0,,100.0,100.0
4102,Staying employees,43,0,0,84.0,,,
4103,Leaving employees,32,0,0,81.3,-1.5,69.0,97.0
4104,Staying employees,44,0,0,75.2,15.5,50.0,100.0
4105,Staying employees,42,0,0,80.4,4.3,79.5,100.0
4106,Staying employees,30,0,0,72.5,3.3,,100.0
4107,Staying employees,28,0,0,62.6,-18.0,48.0,
4108,Staying employees,35,0,0,90.3,14.7,99.0,100.0
4109,Staying employees,31,0,0,100.0,,,35.0
4110,Staying employees,47,1,0,76.6,-30.3,70.0,100.0
4111,Staying employees,22,0,0,86.3,7.5,,
4112,Staying employees,47,0,0,70.4,13.3,94.0,100.0
4113,Staying employees,47,0,0,80.9,-4.3,97.0,100.0
4114,Leaving employees,34,0,0,,,,
4115,Staying employees,39,0,0,49.0,19.3,22.0,70.0
4116,Staying employees,47,0,0,88.0,-6.0,,100.0
4117,Staying employees,34,0,0,12.0,24.0,,23.0
4118,Staying employees,29,0,0,82.5,18.3,,100.0
4119,Leaving employees,33,0,0,91.4,40.0,100.0,100.0
4120,Leaving employees,61,0,0,,,,100.0
4121,Staying employees,36,1,0,60.0,45.0,25.0,
4122,Staying employees,25,0,0,,,,
4123,Staying employees,30,0,0,74.3,-13.0,70.0,
4124,Staying employees,39,0,0,93.3,9.3,,100.0
4125,Staying employees,30,1,0,80.0,53.3,,100.0
4126,Staying employees,32,0,0,77.6,-14.3,100.0,100.0
4127,Staying employees,25,1,1,93.3,0.0,25.0,
4128,Staying employees,41,0,0,100.0,0.0,,100.0
4129,Staying employees,28,0,0,21.0,4.2,0.0,55.0
4130,Staying employees,29,0,0,95.3,9.5,,100.0
4131,Staying employees,46,0,0,100.0,0.0,100.0,100.0
4132,Staying employees,23,0,0,77.5,,,
4133,Staying employees,39,1,0,68.8,1.0,,
4134,Staying employees,36,0,0,86.3,22.0,,100.0
4135,Staying employees,51,0,0,100.0,0.0,90.0,100.0
4136,Staying employees,54,0,0,100.0,0.0,45.0,
4137,Staying employees,31,0,0,53.8,-18.7,,50.0
4138,Staying employees,37,0,0,49.3,7.7,39.0,58.0
4139,Staying employees,34,0,0,75.0,,,90.0
4140,Staying employees,28,0,0,83.1,-4.0,74.5,100.0
4141,Staying employees,22,0,0,68.8,-0.3,91.0,100.0
4142,Staying employees,31,0,0,50.0,0.0,,
4143,Leaving employees,43,1,0,100.0,0.0,,100.0
4144,Staying employees,49,0,0,100.0,0.0,,
4145,Staying employees,42,0,0,41.3,1.0,,85.0
4146,Staying employees,45,0,1,31.0,,,
4147,Staying employees,39,1,0,93.8,,,100.0
4148,Staying employees,25,1,0,100.0,0.0,100.0,100.0
4149,Staying employees,34,0,1,100.0,0.0,55.0,100.0
4150,Staying employees,25,1,0,96.3,7.5,100.0,100.0
4151,Leaving employees,24,0,0,41.7,,7.0,
4152,Staying employees,33,0,0,100.0,,,
4153,Staying employees,39,0,0,90.6,4.7,90.0,99.0
4154,Staying employees,46,0,0,84.8,38.0,50.0,100.0
4155,Leaving employees,54,0,0,100.0,0.0,100.0,100.0
4156,Staying employees,32,0,0,94.8,-9.0,,100.0
4157,Staying employees,33,0,0,66.8,53.8,0.0,100.0
4158,Staying employees,34,0,1,87.5,0.0,100.0,
4159,Staying employees,45,0,0,92.6,9.3,60.0,85.0
4160,Staying employees,40,0,0,28.0,,,
4161,Staying employees,20,1,0,96.5,7.0,,80.0
4162,Staying employees,43,1,0,,,,
4163,Staying employees,21,1,0,90.0,,,100.0
4164,Staying employees,29,0,0,83.4,21.7,96.0,100.0
4165,Staying employees,44,0,0,93.3,13.3,,100.0
4166,Staying employees,27,0,0,64.7,,,
4167,Staying employees,40,0,0,65.0,,,
4168,Staying employees,50,0,0,83.0,7.0,77.5,100.0
4169,Leaving employees,31,0,0,100.0,,100.0,100.0
4170,Leaving employees,26,0,0,4.4,,,
4171,Staying employees,37,0,0,62.4,2.0,50.0,71.5
4172,Staying employees,24,1,0,95.8,8.3,62.5,100.0
4173,Staying employees,36,0,1,94.2,1.7,40.0,75.0
4174,Staying employees,50,0,0,94.6,-6.0,,100.0
4175,Staying employees,48,0,0,57.3,,36.0,82.0
4176,Staying employees,39,1,0,93.2,2.3,90.0,90.0
4177,Staying employees,34,0,1,100.0,0.0,100.0,100.0
4178,Staying employees,32,0,0,100.0,0.0,,100.0
4179,Staying employees,44,0,0,100.0,0.0,100.0,
4180,Staying employees,37,1,0,88.8,3.0,86.0,100.0
4181,Leaving employees,30,0,0,100.0,,,
4182,Staying employees,51,0,0,71.5,21.0,,100.0
4183,Staying employees,26,1,0,100.0,,92.0,
4184,Staying employees,56,0,0,59.4,-51.3,100.0,100.0
4185,Leaving employees,37,0,0,100.0,,16.0,
4186,Staying employees,33,0,0,0.0,,0.0,
4187,Leaving employees,55,0,0,93.9,-10.0,100.0,96.5
4188,Staying employees,32,0,0,88.7,-6.7,75.0,100.0
4189,Staying employees,30,0,0,88.8,18.0,,100.0
4190,Staying employees,46,0,1,100.0,0.0,100.0,100.0
4191,Staying employees,36,0,0,100.0,0.0,100.0,100.0
4192,Staying employees,40,0,0,75.9,14.0,82.0,100.0
4193,Leaving employees,32,1,0,25.0,,0.0,
4194,Staying employees,22,1,0,100.0,,,100.0
4195,Staying employees,49,0,0,65.0,,,
4196,Staying employees,48,0,0,91.9,1.3,,100.0
4197,Leaving employees,64,0,0,99.2,,100.0,100.0
4198,Staying employees,50,0,0,61.5,,80.0,
4199,Staying employees,41,0,0,100.0,,,61.0
4200,Staying employees,31,0,0,87.9,9.0,69.0,90.0
4201,Leaving employees,40,0,0,28.0,,,
4202,Staying employees,53,0,0,55.6,-18.0,0.0,83.0
4203,Staying employees,35,0,0,82.9,-13.3,89.5,100.0
4204,Leaving employees,45,0,0,42.0,,10.0,
4205,Staying employees,54,0,0,93.2,0.7,60.0,98.0
4206,Staying employees,32,0,0,72.0,,,
4207,Staying employees,36,1,0,95.0,-6.7,100.0,100.0
4208,Leaving employees,30,0,0,77.0,,19.0,
4209,Staying employees,55,0,0,84.3,13.3,75.0,100.0
4210,Staying employees,35,0,0,74.7,52.0,100.0,100.0
4211,Staying employees,31,0,0,81.0,,,
4212,Leaving employees,25,1,0,100.0,,,
4213,Staying employees,40,0,0,82.0,23.8,89.5,
4214,Staying employees,56,0,0,85.5,-1.0,,100.0
4215,Staying employees,36,1,0,100.0,,,
4216,Staying employees,45,0,0,98.7,-2.0,0.0,44.0
4217,Staying employees,45,0,0,87.6,11.8,70.0,
4218,Staying employees,51,0,0,80.0,-4.2,75.0,100.0
4219,Staying employees,39,0,0,96.4,1.7,87.5,90.0
4220,Staying employees,35,0,0,100.0,0.0,90.0,100.0
4221,Staying employees,53,0,0,60.0,-4.0,40.0,53.0
4222,Leaving employees,44,1,1,94.0,-10.0,85.0,85.0
4223,Staying employees,37,0,0,100.0,0.0,100.0,100.0
4224,Staying employees,31,0,0,30.5,-7.0,30.0,74.0
4225,Staying employees,47,0,0,97.1,2.0,100.0,100.0
4226,Leaving employees,48,0,0,63.4,,63.0,
4227,Staying employees,52,0,0,97.6,6.0,91.0,100.0
4228,Staying employees,59,0,0,100.0,0.0,85.0,100.0
4229,Staying employees,28,0,0,74.0,-78.0,,
4230,Staying employees,48,0,0,100.0,,,
4231,Leaving employees,29,0,0,,,,
4232,Leaving employees,31,0,0,100.0,,,
4233,Staying employees,45,1,0,99.4,1.3,100.0,100.0
4234,Staying employees,33,0,0,72.4,4.0,10.0,70.0
4235,Staying employees,44,0,0,100.0,0.0,,100.0
4236,Staying employees,39,1,1,92.5,-10.0,75.0,
4237,Staying employees,56,0,0,72.9,30.0,,100.0
4238,Staying employees,25,0,0,97.1,0.0,,100.0
4239,Staying employees,48,0,0,75.5,2.0,,
4240,Staying employees,40,0,0,78.9,-8.7,,100.0
4241,Staying employees,33,0,0,29.6,34.0,0.0,
4242,Leaving employees,28,1,0,66.0,,,
4243,Staying employees,36,0,0,4.3,8.7,,21.0
4244,Leaving employees,33,0,0,32.0,5.0,10.0,
4245,Staying employees,44,0,0,100.0,0.0,,
4246,Staying employees,46,0,1,73.3,10.0,,100.0
4247,Staying employees,33,0,0,81.6,-4.3,87.0,100.0
4248,Staying employees,26,0,0,71.8,-7.0,51.0,
4249,Staying employees,50,0,0,45.4,20.7,80.0,100.0
4250,Staying employees,42,0,0,84.5,24.5,,100.0
4251,Staying employees,39,0,0,100.0,0.0,100.0,100.0
4252,Staying employees,29,0,0,95.7,0.0,50.0,100.0
4253,Staying employees,33,0,0,83.2,7.8,,95.0
4254,Staying employees,43,1,0,90.0,,,
4255,Staying employees,43,0,0,61.8,10.5,,
4256,Staying employees,25,0,0,54.3,19.5,,27.0
4257,Staying employees,38,1,0,91.3,-26.0,84.5,100.0
4258,Staying employees,28,0,0,100.0,0.0,,100.0
4259,Staying employees,24,0,0,75.0,-7.5,,100.0
4260,Staying employees,37,0,1,85.5,,,
4261,Staying employees,50,0,0,37.0,,82.0,
4262,Staying employees,34,0,0,79.5,,,
4263,Staying employees,56,0,0,51.0,-56.5,95.0,100.0
4264,Staying employees,40,0,0,73.9,4.3,77.0,96.0
4265,Staying employees,39,0,0,47.5,,,
4266,Staying employees,52,0,0,70.9,2.7,41.0,85.0
4267,Staying employees,29,1,0,58.0,-13.7,15.0,
4268,Leaving employees,49,0,0,100.0,0.0,100.0,100.0
4269,Staying employees,38,0,0,68.3,23.3,93.0,80.5
4270,Leaving employees,24,0,0,70.0,,,
4271,Staying employees,33,0,0,68.0,,,
4272,Staying employees,37,1,0,100.0,,100.0,
4273,Staying employees,39,0,0,100.0,0.0,,100.0
4274,Staying employees,40,0,0,93.4,15.3,100.0,100.0
4275,Leaving employees,38,0,0,86.3,,,100.0
4276,Staying employees,47,0,0,65.7,-3.3,,66.0
4277,Leaving employees,53,0,0,71.8,-34.0,60.5,70.0
4278,Staying employees,30,0,0,62.1,-25.0,,70.0
4279,Leaving employees,33,0,0,65.2,,73.0,77.0
4280,Staying employees,30,0,0,66.8,23.7,,100.0
4281,Staying employees,21,1,0,100.0,0.0,,
4282,Staying employees,47,0,0,96.7,,,
4283,Staying employees,45,0,0,81.2,37.7,100.0,100.0
4284,Staying employees,37,0,0,83.2,1.7,66.5,88.0
4285,Staying employees,58,0,0,61.0,10.5,0.0,85.0
4286,Staying employees,52,0,0,95.3,3.0,50.0,100.0
4287,Leaving employees,31,0,0,100.0,0.0,,100.0
4288,Staying employees,30,0,0,85.9,0.0,100.0,100.0
4289,Staying employees,28,0,0,100.0,,,100.0
4290,Staying employees,54,0,0,88.9,0.3,100.0,100.0
